Event Id,Event Date,Location,Country,Aircraft Category,Make,Model,Number of Engines,Engine Type,Injury Severity,Aircraft Damage,Purpose of Flight,Weather Condition,Broad Phase of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured
20040714X00977,06/13/2004,"Hays, KS",United States,Airplane,Youkey,Lancair 235,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20040628X00878,06/13/2004,"Waukesha, WI",United States,Airplane,Maule,MX7235,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040616X00819,06/13/2004,"Baxley, GA",United States,,Piper,PA 32R-301,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,1.0,,
20040714X00973,06/13/2004,"Meridianville, AL",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20040628X00874,06/13/2004,"Skwentna, AK",United States,,Cessna,185,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20040616X00816,06/12/2004,"La Porte, CA",United States,,Champion,7AC,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,MANEUVERING,1.0,,,
20040709X00940,06/12/2004,"Joliet, IL",United States,Airplane,Luscombe,8E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,1.0,
20040616X00812,06/12/2004,"Madisonville, TN",United States,,Cessna,172F,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,MANEUVERING,2.0,,,
20040616X00808,06/12/2004,"Dover, TN",United States,Airplane,Cessna,172N,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,2.0
20040617X00829,06/12/2004,"Wasilla, AK",United States,,deHavilland,DHC-2,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,LANDING,,,,2.0
20040825X01283,06/11/2004,"Jerome, ID",United States,,Piper,PA-38-112,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,,,,2.0
20040629X00879,06/11/2004,"Lancaster, TX",United States,Airplane,Ruehle,Glastar,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040624X00861,06/10/2004,"Passaic, NJ",United States,,Cessna,172P,1.0,Reciprocating,Non-Fatal,Substantial,Positioning,VMC,CRUISE,,,,1.0
20040709X00941,06/10/2004,"Golden, MO",United States,Airplane,Mooney,M20C,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,1.0,,
20040709X00938,06/10/2004,"Hillsboro, ND",United States,Airplane,Cessna,172N,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040618X00834,06/10/2004,"Hope, ND",United States,Airplane,Grumman-Schweizer,G-164B,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,,,,1.0
20040707X00919,06/09/2004,"Elyria, OH",United States,Airplane,Cessna,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20040616X00815,06/09/2004,"Cloverdale, CA",United States,,Harold W Bruce,RV-6,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,LANDING,1.0,,,
20040615X00790,06/09/2004,"Las Cruces, NM",United States,,Cessna,C172P,1.0,Reciprocating,Non-Fatal,Substantial,Public Aircraft,VMC,GO-AROUND,,1.0,1.0,
20040616X00807,06/08/2004,"Trego, MT",United States,,Piper,PA-18A,1.0,Reciprocating,Non-Fatal,Destroyed,Unknown,VMC,TAKEOFF,,,1.0,
20040729X01099,06/08/2004,"La Belle, FL",United States,Airplane,Cessna,182H,1.0,Reciprocating,Non-Fatal,Substantial,Other Work Use,VMC,CRUISE,,,,4.0
20040616X00805,06/08/2004,"Mohawk, TN",United States,,Grover,J3 Kitten,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,MANEUVERING,1.0,,,
20040729X01100,06/07/2004,"Lake Wales, FL",United States,Airplane,Piper,PA-28-140,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20040817X01237,06/07/2004,"Circleville, UT",United States,,Eagle,DW-1,1.0,Reciprocating,Non-Fatal,Destroyed,Aerial Application,VMC,MANEUVERING,,,1.0,
20040615X00793,06/07/2004,"Gilcrest, CO",United States,,Raytheon Aircraft Company,A36,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,CRUISE,2.0,1.0,,
20040609X00774,06/07/2004,"Rapid City, SD",United States,,Betchan,KR II,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,TAKEOFF,,,1.0,
20040617X00831,06/06/2004,"Forest Lake, MN",United States,Airplane,Cessna,150F,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,,,,1.0
20040624X00865,06/06/2004,"Fort Scott, KS",United States,Airplane,Doerr Raymond R,RV-9A,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,1.0,
20040617X00828,06/06/2004,"Hamberg, ND",United States,Airplane,Cessna,TR182,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040707X00913,06/06/2004,"Decatur, AL",United States,Airplane,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,,,1.0,
20040608X00746,06/06/2004,"Dillingham, AK",United States,,Cessna,170B,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040621X00838,06/05/2004,"Caldwell, ID",United States,,D'Amico,Kitfox Series 7,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20040608X00753,06/05/2004,"Baker City, OR",United States,,Gann,Glasair II-S RG,1.0,Reciprocating,Fatal(1),Destroyed,Personal,IMC,CRUISE,1.0,,,
20040608X00759,06/05/2004,"Midvale, ID",United States,,Grumman,G-164B,1.0,Reciprocating,Non-Fatal,Destroyed,Aerial Application,VMC,MANEUVERING,,1.0,,
20040608X00767,06/05/2004,"Flagstaff, AZ",United States,,Beech,S35,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,3.0
20040622X00851,06/05/2004,"Brentwood, CA",United States,Helicopter,Schweizer,269C-1,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,MANEUVERING,,,,2.0
20040617X00826,06/05/2004,"La Feria, TX",United States,,Snow,S2C,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,,,,1.0
20040615X00797,06/05/2004,"Dumas, AR",United States,,WSK PZL Mielec,M-18A,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,TAKEOFF,,,,1.0
20040614X00787,06/05/2004,"Benton, AR",United States,,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,GO-AROUND,,1.0,,
20040625X00867,06/05/2004,"Morgan, UT",United States,,Cessna,310J,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,3.0
20040628X00876,06/05/2004,"Beloit, WI",United States,Airplane,Merkel,Acro Sport II,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,1.0
20040608X00752,06/04/2004,"Columbus, MT",United States,,Piper,PA-18-150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,GO-AROUND,,,2.0,
20040608X00757,06/04/2004,"Cotton Plant, AR",United States,,Air Tractor,AT-301,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,,,,1.0
20040610X00782,06/04/2004,"Manitowoc, WI",United States,,North American,T-28C,1.0,Reciprocating,Non-Fatal,Substantial,Air Race/Show,VMC,TAKEOFF,,,,1.0
20040701X00896,06/04/2004,"Blissfield, MI",United States,,Cessna,175,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,1.0,
20040624X00858,06/04/2004,"Milwaukee, WI",United States,Airplane,Cessna,172P,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,GO-AROUND,,,,2.0
20040628X00877,06/04/2004,"Wichita, KS",United States,Airplane,Cessna,T210L,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,1.0,3.0
20040701X00895,06/04/2004,"Savannah, TN",United States,Airplane,Taylorcraft,DC-65,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,1.0,,
20040609X00769,06/03/2004,"Wesley Chapel, FL",United States,,North American,T-28B,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,TAKEOFF,1.0,,,
20040608X00744,06/03/2004,"Strafford, MO",United States,,Beech,M35,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,2.0
20040609X00775,06/02/2004,"Kutztown, PA",United States,,Cessna,182C,1.0,Reciprocating,Fatal(1),Destroyed,Other Work Use,VMC,CLIMB,1.0,,,
20040717X00998,06/02/2004,"Dunsmuir, CA",United States,Airplane,Piper,PA-28-181,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040717X01002,06/02/2004,"Minden, NV",United States,Airplane,Cessna,A188A,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20040607X00741,06/02/2004,"Kenai, AK",United States,,Cessna,180E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20040608X00751,06/01/2004,"Easton, WA",United States,,Piper,PA-28-151,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,,2.0,,
20040608X00747,06/01/2004,"Rexburg, ID",United States,,Grumman,G-164,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,,,1.0,
20040608X00743,06/01/2004,"Leominster, MA",United States,,Piper,PA-32-300,1.0,Reciprocating,Fatal(2),Destroyed,Personal,IMC,APPROACH,2.0,,,
20040621X00840,06/01/2004,"Owatonna, MN",United States,,Cessna,U206F,1.0,Reciprocating,Fatal(4),Destroyed,Personal,IMC,APPROACH,4.0,,,
20040628X00875,06/01/2004,"Midland, MI",United States,Airplane,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,GO-AROUND,,,,1.0
20040708X00930,05/31/2004,"Auburn, CA",United States,,Cessna,170B,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040608X00764,05/31/2004,"Susanville, CA",United States,,Stinson,108-2,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,2.0,,
20040608X00763,05/31/2004,"Columbia, CA",United States,,Piper,PA-28R-180,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,TAKEOFF,2.0,,,
20040608X00765,05/31/2004,"Mesa, AZ",United States,,Boeing,B75N1,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,MANEUVERING,2.0,,,
20040616X00813,05/31/2004,"Grand Canyon, AZ",United States,Airplane,Cessna,177B,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040603X00727,05/31/2004,"Mesquite, TX",United States,,Cessna,172P,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20040601X00705,05/31/2004,"Levelland, TX",United States,,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20040604X00740,05/31/2004,"Vermontville, MI",United States,,Hall,Lancair IV-P,1.0,Reciprocating,Fatal(3),Destroyed,Business,IMC,CRUISE,3.0,,,
20040617X00825,05/31/2004,"St. Marys, GA",United States,,Piper,PA-28-161,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,2.0
20040608X00768,05/30/2004,"Queensland, Australia",Australia,,Robinson,R22 Mariner,1.0,Reciprocating,Fatal(1),Destroyed,Aerial Observation,VMC,,1.0,1.0,,
20040608X00761,05/30/2004,"Santa Rosa, CA",United States,,Cessna,T210M,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,,6.0
20040615X00789,05/30/2004,"N. Myrtle Beach, SC",United States,,Cessna,310,2.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,APPROACH,1.0,,3.0,
20040608X00750,05/29/2004,"Vernonia, OR",United States,,Cessna,172M,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20040608X00748,05/29/2004,"Havre, MT",United States,,Beech,P-35,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,4.0
20040624X00860,05/29/2004,"Warren, VT",United States,Airplane,Mooney,M20R,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040624X00859,05/29/2004,"Worcester, MA",United States,Airplane,Cessna,172M,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,1.0,,
20040729X01098,05/29/2004,"Carthage, MS",United States,Airplane,Piper,PA-38-112,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20040608X00762,05/29/2004,"Goodyear, AZ",United States,,Simmons,BD-5,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,,,,1.0
20040603X00728,05/29/2004,"Hollister, CA",United States,,Beech,A36,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,5.0
20040608X00758,05/29/2004,"Harwood, TX",United States,,Aviat,A-1,1.0,Reciprocating,Fatal(2),Substantial,Personal,VMC,TAKEOFF,2.0,,,
20040602X00715,05/29/2004,"Mazon, IL",United States,,Zorn,EAA Sport Bi-Plane,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,TAKEOFF,1.0,,,
20040602X00716,05/29/2004,"Hager City, WI",United States,,North American,P-51C,1.0,Reciprocating,Fatal(1),Substantial,Air Race/Show,VMC,MANEUVERING,1.0,,,
20040609X00772,05/29/2004,"Anchorage, AK",United States,,Cessna,170B,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20040607X00742,05/28/2004,"Paso Robles, CA",United States,,Wilson,Avid Bandit,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,1.0,1.0
20040608X00756,05/28/2004,"Homer Glen, IL",United States,,Cessna,T206H,1.0,Reciprocating,Fatal(1),Destroyed,Public Aircraft,VMC,CRUISE,1.0,,,
20040609X00770,05/27/2004,"Fitchburg, MA",United States,,Mosher,Avid Heavy Hauler,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,TAKEOFF,,2.0,,
20040602X00712,05/27/2004,"Cleveland, TX",United States,,Piper,PA-34-200T,2.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,CLIMB,,,1.0,
20040729X01090,05/26/2004,"Tarzan, TX",United States,Airplane,Air Tractor,AT-502,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,TAKEOFF,,,,1.0
20040729X01091,05/26/2004,"Oklahoma City, OK",United States,Airplane,Beech,BE-58P,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,1.0,
20040616X00803,05/26/2004,"Peyton, CO",United States,,Bellanca,7KCAB,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,1.0,1.0
20040709X00943,05/26/2004,"Acme, MI",United States,Airplane,Kauffman,Bede IV,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CLIMB,,,,1.0
20040615X00796,05/25/2004,"New Castle, PA",United States,Airplane,Cessna,120,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20040528X00682,05/25/2004,"Carter, WY",United States,,Air Borne Windsports Pty. Ltd.,Edge Wing X,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,TAKEOFF,1.0,,,
20040528X00688,05/25/2004,"Anchorage, AK",United States,,Cessna,185E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,2.0,
20040526X00669,05/24/2004,"Decatur, TX",United States,,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,MANEUVERING,,,,2.0
20040616X00801,05/24/2004,"Lamar, CO",United States,Airplane,Cessna,T188C,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,,,,1.0
20040901X01337,05/24/2004,"Cleveland, GA",United States,,Quicksilver,GT-500,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,1.0,,
20040602X00717,05/23/2004,"Oxford, CT",United States,,Mooney,M20J,1.0,Reciprocating,Fatal(1),Substantial,Personal,IMC,APPROACH,1.0,,,
20040617X00833,05/23/2004,"Greene, RI",United States,Airplane,Grumman American,AA-5,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,1.0,
20040616X00814,05/23/2004,"Boulder City, NV",United States,Airplane,Glenn L Smith,RV-8,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20040729X01103,05/23/2004,"Altus, OK",United States,,Bruce Moore,Skybolt,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,,,,2.0
20040528X00684,05/23/2004,"Pinedale, WY",United States,,Mooney,M20K,1.0,Reciprocating,Fatal(3),Destroyed,Personal,VMC,CRUISE,3.0,,,
20040527X00678,05/23/2004,"Evanston, WY",United States,,Piper,PA-30,2.0,Reciprocating,Fatal(2),Destroyed,Personal,IMC,APPROACH,2.0,,,
20040528X00683,05/23/2004,"Chamblee, GA",United States,Airplane,Beech,BE-24,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040608X00749,05/22/2004,"Borah Peak, ID",United States,,WSK PZL Mielec,PZL M-18B,1.0,Reciprocating,Fatal(1),Destroyed,Positioning,VMC,CRUISE,1.0,,,
20040616X00809,05/22/2004,"North Las Vegas, NV",United States,Blimp,American Blimp Corporation,A-1-50,2.0,Reciprocating,Non-Fatal,Substantial,Positioning,VMC,TAXI,,,,2.0
20040720X01006,05/22/2004,"Santa Teresa, NM",United States,,Cessna,182E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,,,,1.0
20040616X00802,05/22/2004,"Flagler, CO",United States,Airplane,Piper,PA-25-235,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,,,,1.0
20040604X00738,05/22/2004,"Goodnews, AK",United States,,Piper,PA-31-350,2.0,Reciprocating,Non-Fatal,Substantial,Positioning,VMC,CRUISE,,,,1.0
20040524X00632,05/21/2004,"Donna, TX",United States,,Air Tractor,AT-301,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,,,1.0,
20040610X00783,05/21/2004,"Cold Bay, AK",United States,,Piper,PA-18-150,1.0,Reciprocating,Fatal(1),Substantial,Business,VMC,APPROACH,1.0,1.0,,
20040601X00703,05/20/2004,"Venice, FL",United States,,Piper,PA-32-260,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,LANDING,1.0,,,
20040616X00822,05/20/2004,"Hawthorne, CA",United States,Airplane,Cessna,R172K,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040629X00882,05/20/2004,"Livermore, CA",United States,Airplane,PIPER,PA-34-200T,2.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20040521X00627,05/19/2004,"San Angelo, TX",United States,,Air Tractor,AT-401,1.0,Reciprocating,Non-Fatal,Destroyed,Unknown,VMC,TAKEOFF,,,,1.0
20040525X00664,05/19/2004,"Kress, TX",United States,,Beech,A23A,1.0,Reciprocating,Incident,Minor,Instructional,VMC,CRUISE,,,,2.0
20040524X00642,05/19/2004,"South St. Paul, MN",United States,Airplane,Cessna,180J,1.0,Reciprocating,Non-Fatal,Substantial,Flight Test,VMC,TAKEOFF,,,,2.0
20040524X00646,05/19/2004,"King Salmon, AK",United States,,Cessna,185E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20040524X00649,05/18/2004,"Molalla, OR",United States,,Cessna,A185F,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,CRUISE,1.0,,,
20040616X00811,05/18/2004,"Chandler, AZ",United States,Airplane,Piper,PA-18-150,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20040616X00824,05/18/2004,"Montrose, CO",United States,Airplane,Wilford J. Tolman,Kitfox 6,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20040617X00827,05/18/2004,"Peachtree City, GA",United States,Airplane,Stinson,SR-8E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,3.0
20040524X00651,05/17/2004,"Bigfork, MT",United States,,Piper,J4/E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,1.0
20040604X00736,05/17/2004,"Pembroke Pines, FL",United States,Airplane,Cessna,172N,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20040712X00944,05/17/2004,"Old Town, ME",United States,,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20040524X00648,05/16/2004,"Polson, MT",United States,,Cessna,185A,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040526X00673,05/16/2004,"Eliza Island, WA",United States,,Stinson,SR-10E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,,2.0
20040526X00672,05/16/2004,"Tenino, WA",United States,,Cessna,210J,1.0,Reciprocating,Fatal(1),Destroyed,Positioning,VMC,CRUISE,1.0,,1.0,
20040526X00672,05/16/2004,"Tenino, WA",United States,,Cessna,170B,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,CRUISE,1.0,,1.0,
20040624X00857,05/16/2004,"Glasco, NY",United States,,High Craft,Buccaneer,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,1.0,
20040520X00620,05/16/2004,"Everglades City, FL",United States,,Piper,PA-28R-200,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,4.0,,
20040524X00640,05/16/2004,"Morrisville, NC",United States,,Beech,A36,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,APPROACH,1.0,,,
20040527X00676,05/15/2004,"Willoughby, OH",United States,,Cessna,310R,2.0,Reciprocating,Fatal(1),Destroyed,Business,IMC,TAKEOFF,1.0,,,
20040602X00714,05/15/2004,"Supai, AZ",United States,,Bachman,Lancair IV-P,1.0,Reciprocating,Fatal(4),Destroyed,Personal,VMC,CRUISE,4.0,,,
20040717X01003,05/15/2004,"Gualala, CA",United States,Airplane,Beech,A60,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040525X00665,05/15/2004,"Willis, TX",United States,,Cooke,Rotorway Exec,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20040520X00625,05/15/2004,"Pleasant Hill, MO",United States,,Cessna,188B,1.0,Reciprocating,Non-Fatal,Substantial,Positioning,VMC,CRUISE,,,1.0,
20040520X00626,05/15/2004,"Fort Leavenwort, KS",United States,Airplane,Cessna,172C,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040528X00685,05/14/2004,"Richland, WA",United States,,Airframes Unlimited,Powered Parachute,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,,1.0,,1.0
20040617X00832,05/14/2004,"Sacramento, KY",United States,Airplane,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20040709X00937,05/14/2004,"Paulden, AZ",United States,,Cessna,T182T,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20040603X00729,05/14/2004,"Lancaster, CA",United States,,Downer,Bellanca 14-19-2,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,2.0,
20040616X00810,05/14/2004,"Kingman, AZ",United States,Airplane,Cessna,180,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20040519X00615,05/14/2004,"Louisburg, NC",United States,,Hughes,269A,1.0,Reciprocating,Fatal(1),Substantial,Public Aircraft,VMC,CRUISE,1.0,,1.0,
20040519X00616,05/14/2004,"New Bern, NC",United States,,Piper,PA-32-260,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,1.0
20040528X00700,05/13/2004,"Shelton, WA",United States,,Piper,PA-22-20,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20040615X00795,05/13/2004,"Wauseon, OH",United States,Airplane,Fraker,Mustang II,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,1.0,
20040522X00630,05/13/2004,"Carson City, NV",United States,,Piper,PA-28-180,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,1.0,,
20040522X00631,05/13/2004,"Wittmann, AZ",United States,,Piper,PA-44-180,2.0,Reciprocating,Fatal(3),Destroyed,Instructional,VMC,MANEUVERING,3.0,,,
20040610X00776,05/13/2004,"Tucson, AZ",United States,Airplane,Piper,PA-28-161,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAXI,,,,1.0
20040616X00820,05/13/2004,"Grantham, NC",United States,Airplane,Loehle Ent.,2/3 Earlybird Jenny,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,1.0,
20040615X00794,05/12/2004,"Halifax, MA",United States,Airplane,Aviat,A-1B,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,1.0,
20040520X00618,05/12/2004,"Lake Worth, FL",United States,,Beech,K35,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,1.0,,
20040520X00623,05/12/2004,"Winsted, MN",United States,,Robinson,R22 Beta,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,1.0,
20040521X00628,05/11/2004,"Cortland, AL",United States,,Piper,PA-28-140,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,APPROACH,1.0,,,
20040624X00864,05/11/2004,"Chamblee, GA",United States,,Cessna,172RG,1.0,Reciprocating,Incident,,Instructional,VMC,CRUISE,,,,2.0
20040524X00650,05/10/2004,"Battle Ground, WA",United States,,Cessna,172P,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20040527X00681,05/10/2004,"Daytona Beach, FL",United States,,Beech,A36,1.0,Reciprocating,Incident,,Flight Test,VMC,CLIMB,,,,2.0
20040522X00629,05/10/2004,"Julian, CA",United States,,Piper,PA-44-180,2.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,CRUISE,2.0,,,
20040517X00606,05/10/2004,"Oil City, LA",United States,,Piper,PA-38-112,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,1.0,,
20040510X00581,05/09/2004,"Broadview, MT",United States,,2003 Nash,Kitfox II,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,1.0,
20040519X00612,05/09/2004,"Morrisville, VT",United States,,Piper,PA-31-350,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,7.0
20040513X00596,05/09/2004,"Georgetown, TX",United States,,Giles,202,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,1.0,1.0,
