Event Id,Event Date,Location,Country,Aircraft Category,Make,Model,Number of Engines,Engine Type,Injury Severity,Aircraft Damage,Purpose of Flight,Weather Condition,Broad Phase of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured
20190919X01738,09/18/2019,"Clarke County, MS",United States,Airplane,Vans,RV 4,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,,,2.0,
20190919X01546,09/18/2019,"Duncan, OK",United States,Airplane,Best Off,SKYRANGER,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,TAXI,,,,1.0
20190918X85320,09/18/2019,"London, OH",United States,Airplane,Beech,V35TC,1.0,Reciprocating,Fatal(1),Destroyed,Personal,,MANEUVERING,1.0,,,
20190918X55228,09/17/2019,"Naples, FL",United States,Airplane,Cessna,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20190917X91309,09/17/2019,"Fort Meade, MD",United States,Airplane,Socata,TB9,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,APPROACH,,,1.0,1.0
20190917X85414,09/17/2019,"Sardis, GA",United States,Helicopter,Robinson,R44,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,,1.0,,
20190918X94902,09/17/2019,"Stroudsburg, PA",United States,Airplane,Vans,RV 8,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,MANEUVERING,2.0,,,
20190917X81400,09/16/2019,"Owasso, OK",United States,Airplane,Piper,PA32R,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190918X63903,09/15/2019,"Toklat, AK",United States,Airplane,CESSNA,175,1.0,Reciprocating,Non-Fatal,Substantial,Personal,UNK,TAKEOFF,,1.0,,
20190917X44914,09/15/2019,"Healy, AK",United States,Airplane,Piper,PA 12,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20190916X23902,09/15/2019,"Kennett, MO",United States,Airplane,Cessna,L19,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190916X23517,09/15/2019,"Norfolk, VA",United States,Airplane,DIAMOND,DA40,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,1.0,
20190916X82539,09/15/2019,"Gulf of Mexico, GM",United States,Airplane,Piper,PA46,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,MANEUVERING,,,,1.0
20190914X20733,09/14/2019,"Chandler, AZ",United States,Airplane,Mooney,M20M,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,2.0
20190915X92010,09/14/2019,"Orange, TX",United States,Airplane,Cirrus,SR20,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,2.0
20190914X53757,09/13/2019,"Marana, AZ",United States,Airplane,Piper,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,STANDING,,,,3.0
20190915X91550,09/13/2019,"Hoagland, IN",United States,Airplane,Cirrus,SR22,1.0,Reciprocating,Non-Fatal,Substantial,Personal,IMC,CRUISE,,,2.0,
20190912X05539,09/12/2019,"Hemet, CA",United States,Airplane,Cessna,172F,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20190912X15638,09/12/2019,"Memphis, TN",United States,Airplane,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20190912X11044,09/12/2019,"Phoenix, AZ",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,1.0
20190912X74625,09/12/2019,"Charlotte Amalie, VI",United States,Airplane,Piper,PA23,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,,,,1.0
20190912X21218,09/12/2019,"Bowie, MD",United States,Airplane,Mooney,M20J,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,2.0,
20190912X21831,09/12/2019,"Eustace, TX",United States,Powered Parachute,Infinity Power Parachutes,IPP2,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,CRUISE,1.0,,,
20191127X60120,09/11/2019,"Reno, NV",United States,Airplane,Pitts,S1,1.0,Reciprocating,Non-Fatal,Substantial,Air Race/Show,VMC,LANDING,,,,1.0
20190911X10827,09/11/2019,"Hollywood, FL",United States,Airplane,Cessna,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20190911X54810,09/11/2019,"Monclova, OH",United States,Airplane,Convair,440,2.0,Reciprocating,Fatal(2),Destroyed,,VMC,APPROACH,2.0,,,
20190912X11052,09/11/2019,"Kingman, KS",United States,Airplane,Piper,PA34,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190911X60317,09/11/2019,"Colorado Springs, CO",United States,Airplane,Piper,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,,,,2.0
20190910X53248,09/10/2019,"Maricopa, AZ",United States,Airplane,Ercoupe,415,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,2.0,,
20190910X44456,09/10/2019,"Panama City, FL",United States,Airplane,Beech,23,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,APPROACH,,,,2.0
20190910X65550,09/10/2019,"Grassy Butte, ND",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,,TAKEOFF,,1.0,,
20190918X22632,09/09/2019,"Reno, NV",United States,Airplane,Stoddard Hamilton,GLASAIR II,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,,,1.0,
20190913X30543,09/09/2019,"Keystone Heights, FL",United States,Airplane,Beech,23,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,,,,2.0
20190909X25123,09/09/2019,"WHITEHALL, MI",United States,Airplane,Cessna,150,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,,1.0,,,
20190911X92611,09/08/2019,"La Grande, OR",United States,Airplane,Piper,PA32,1.0,Reciprocating,Fatal(1),Destroyed,Personal,,CRUISE,1.0,,,
20190908X55520,09/08/2019,"Berlin, MD",United States,Airplane,Grumman,G164,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,,,,1.0
20190908X05518,09/08/2019,"Marathon, FL",United States,Airplane,Cessna,210,1.0,Reciprocating,Fatal(2),Substantial,Personal,VMC,TAKEOFF,2.0,,,
20190909X13121,09/08/2019,"Lakeview, SD",United States,Airplane,Cessna,140,1.0,Reciprocating,Fatal(2),Substantial,Aerial Observation,VMC,UNKNOWN,2.0,,,
20190908X00550,09/07/2019,"Las Vegas, NV",United States,Airplane,Beech,C24,1.0,Reciprocating,Fatal(2),Destroyed,Instructional,VMC,TAKEOFF,2.0,2.0,,
20190909X21154,09/07/2019,"Mekoryuk, AK",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20190909X25819,09/07/2019,"Winnsboro, LA",United States,Airplane,Champion,7KCAB,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190907X64846,09/07/2019,"Kingsbury, TX",United States,Airplane,Pietenpol,Sky Scout,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,1.0,,
20190906X45558,09/06/2019,"Hood River, OR",United States,Airplane,Piper,PA18,1.0,Reciprocating,Fatal(2),Substantial,Personal,,TAKEOFF,2.0,,,
20190909X84531,09/06/2019,"Nuiqsut, AK",United States,Helicopter,Robinson,R44,1.0,Reciprocating,Non-Fatal,Substantial,External Load,VMC,,,,,1.0
20190906X72538,09/06/2019,"Lady Lake, FL",United States,Airplane,Vans,RV-12,,Reciprocating,Fatal(1),Destroyed,Personal,VMC,APPROACH,1.0,,,
20190906X41941,09/06/2019,"Pocahontas, IA",United States,Airplane,Cessna,195A,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190906X42945,09/06/2019,"Midlothian, TX",United States,Airplane,PIPER,PA-28D-180,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,1.0
20190917X94314,09/05/2019,"Chugiak, AK",United States,Airplane,Piper,PA18,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20190905X13813,09/04/2019,"Henefer, UT",United States,Airplane,Cessna,210,1.0,Reciprocating,Fatal(2),Substantial,Aerial Observation,VMC,MANEUVERING,2.0,,,
20190911X54459,09/04/2019,"Winfield, AL",United States,Airplane,Piper,J3C,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,,,,1.0
20190905X00425,09/04/2019,"Charleston, WV",United States,Airplane,Cessna,182,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,1.0,
20190904X84400,09/04/2019,"Van Wert, OH",United States,Airplane,Phantom Aeronautics,X-1,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,,,,,1.0
20190903X30852,09/03/2019,"Mack, CO",United States,Airplane,Jackson,Velocity,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,CLIMB,,,,1.0
20190912X20648,09/03/2019,"Girdwood, AK",United States,Airplane,Lake,LA-4-200,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190903X83853,09/02/2019,"Sawyer, MI",United States,Airplane,Piper,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,,,,2.0
20190904X83048,09/02/2019,"San Carlos, CA",United States,Airplane,Cessna,A185,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190902X33852,09/02/2019,"Mackinac Island, MI",United States,Airplane,Piper,PA32RT,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,6.0
20190903X80826,09/02/2019,"Russellville, AL",United States,Airplane,Weatherly,620,,Reciprocating,Fatal(1),Destroyed,Aerial Application,VMC,MANEUVERING,1.0,,,
20190923X61348,09/02/2019,"Tulsa, OK",United States,Airplane,Piper,PA60,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190903X83852,09/02/2019,"La Grange, TX",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190905X84147,09/01/2019,"Manchester, NH",United States,Airplane,PIPER,PA 28-180,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190903X14713,09/01/2019,"Beluga, AK",United States,Airplane,PIPER,PA18,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20190903X95140,09/01/2019,"Foley, AL",United States,Airplane,Cirrus,SR22,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,4.0
20190904X60022,08/31/2019,"Convington, TN",United States,Airplane,Diamond,DA20,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20190902X23852,08/31/2019,"Conroe, TX",United States,Airplane,Piper,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,2.0,
20190903X44536,08/30/2019,"Nampa, ID",United States,Airplane,HALL,Kitfox,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,1.0,1.0
20190830X73100,08/30/2019,"Prescott, AZ",United States,Airplane,Luscombe,8,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190903X05611,08/30/2019,"Fairbanks, AK",United States,Airplane,Piper,PA-18,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,,,,,1.0
20190829X05958,08/29/2019,"St. Ignatious, MT",United States,Airplane,Beech,33,1.0,Reciprocating,Fatal(3),Substantial,Personal,VMC,MANEUVERING,3.0,,,
20190829X92028,08/29/2019,"Talkeetna, AK",United States,Airplane,Piper,PA-22-150,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20190829X83853,08/28/2019,"Denver, CO",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,,LANDING,,,1.0,
20190828X20449,08/27/2019,"McKenzie Bridge, OR",United States,Airplane,Cessna,172,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,GO-AROUND,2.0,,,
20190828X10040,08/27/2019,"Kenai, AK",United States,Airplane,Piper,PA18,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190827X51852,08/27/2019,"Monroe, WI",United States,Airplane,Beech,35,1.0,Reciprocating,Non-Fatal,Substantial,Personal,,CRUISE,,1.0,1.0,
20190827X10947,08/26/2019,"Reno, NV",United States,Airplane,Mooney,M20C,1.0,Reciprocating,Non-Fatal,Substantial,Personal,,APPROACH,,2.0,1.0,
20190826X55246,08/25/2019,"Shamokin, PA",United States,Helicopter,Hughes,269A,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,,,,,2.0
20190826X31624,08/25/2019,"Cottonwood, AZ",United States,Airplane,PIPER,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,2.0
20190827X80311,08/25/2019,"Simplon Pass, Switzerland",Switzerland,Airplane,Piper,PA28RT,1.0,Reciprocating,Fatal(3),Destroyed,Personal,,,3.0,,,
20190826X40754,08/25/2019,"Russiaville, IN",United States,Airplane,PIPER,J3C,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,2.0
20190826X30247,08/24/2019,"Wendover, UT",United States,Airplane,Piper,PA24,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190826X15332,08/24/2019,"Waco, TX",United States,Airplane,AMERICAN LEGEND AIRCRAFT CO,AL3C,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20190825X90137,08/24/2019,"Robertsdale, AL",United States,Glider,DG Flugzeugbau,DG-500MB,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,2.0,,
20190824X03850,08/23/2019,"Hobe Sound, FL",United States,Airplane,Beech,F33,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,,,,,3.0
20190823X45219,08/23/2019,"Minneola, FL",United States,Ultralight,MORIARTY MARVIN,AVENTURA II,1.0,Reciprocating,Fatal(1),Substantial,Personal,,TAKEOFF,1.0,,,
20190827X13232,08/23/2019,"San Juan del Puerto, Spain",Spain,Airplane,Capella,XS,1.0,Reciprocating,Fatal(1),Substantial,Unknown,,UNKNOWN,1.0,,,
20190822X34227,08/22/2019,"Hemet, CA",United States,Airplane,PIPER,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20190822X02939,08/22/2019,"Anchorage, AK",United States,Airplane,Maule,M5,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190822X45548,08/22/2019,"Burnsville, NC",United States,Airplane,Cirrus,SR22,,Reciprocating,Non-Fatal,Substantial,Personal,IMC,,,,,2.0
20190821X65920,08/21/2019,"Livermore, CA",United States,Airplane,Cessna,120,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,1.0,,
20190822X70303,08/21/2019,"Tampa, FL",United States,Airplane,Cessna,310,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190822X70607,08/21/2019,"Kissimmee, FL",United States,Airplane,Velocity,XL-5,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,2.0,,
20190821X74823,08/21/2019,"Grand Rapids, MN",United States,Airplane,STINSON,108,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,1.0,
20190820X13940,08/20/2019,"Half Moon Bay, CA",United States,Airplane,Beech,36,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,,,,,2.0
20190821X63912,08/20/2019,"East Brady, PA",United States,Airplane,Piper,PA 31P,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,,,,,1.0
20190820X22547,08/20/2019,"Howell, MI",United States,Airplane,Aero Commander,200,,Reciprocating,Fatal(2),Substantial,Personal,VMC,TAKEOFF,2.0,,,
20190819X52009,08/19/2019,"Spokane, WA",United States,Airplane,Piper,PA28R,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190819X30547,08/19/2019,"Ocracoke, NC",United States,Airplane,Vans,RV7,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,2.0,
20190819X13655,08/19/2019,"Regina, NM",United States,Airplane,Cessna,TU206,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,3.0
20190819X74817,08/19/2019,"Tappahannock, VA",United States,Airplane,Cirrus,SR22,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,1.0,,
20190819X10929,08/19/2019,"Viroqa, WI",United States,Helicopter,SHIRLEY CARL,SPORTCOPTER VORTEX,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,TAKEOFF,1.0,,,
20190819X62641,08/18/2019,"Fairbanks, AK",United States,Airplane,Champion,7GCBC,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190818X02829,08/18/2019,"New Castle, DE",United States,Airplane,Beech,95B55,2.0,Reciprocating,Fatal(2),Substantial,Instructional,VMC,TAKEOFF,2.0,,,
20190818X33245,08/18/2019,"Hopedale, LA",United States,Airplane,Cessna,U206,1.0,Reciprocating,Fatal(1),Destroyed,Personal,IMC,CRUISE,1.0,2.0,,
20190818X24815,08/17/2019,"Daytona Beach, FL",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAXI,,,,2.0
20190818X24815,08/17/2019,"Daytona Beach, FL",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAXI,,,,2.0
20190818X25532,08/17/2019,"Talladega, AL",United States,Airplane,GIger Frank R,Nieuport II,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,,,1.0,
20190818X75840,08/17/2019,"Lagrangeville, NY",United States,Airplane,Cessna,T303,2.0,Reciprocating,Fatal(2),Destroyed,Business,VMC,TAKEOFF,2.0,3.0,1.0,
20190819X04503,08/16/2019,"Hooper, WA",United States,Airplane,Flight Design,CT2K,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,,,,2.0,
20190816X21722,08/16/2019,"New Orleans, LA",United States,Airplane,Pitts,S2,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,TAKEOFF,2.0,,,
20190815X62451,08/15/2019,"Jamul, CA",United States,Airplane,ZENITH,601XLB,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,,,1.0,
20190819X61711,08/15/2019,"McCarthy, AK",United States,Airplane,Piper,PA 12,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190819X64723,08/15/2019,"Rio Grande City, TX",United States,Airplane,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,1.0
20190814X24705,08/14/2019,"Marysville, WA",United States,Airplane,CAPES,MURPHY MOOSE,,Reciprocating,Fatal(1),Substantial,Personal,VMC,UNKNOWN,1.0,,,
20190814X02543,08/14/2019,"Boone, NC",United States,Airplane,Fantasy Air,ALLEGRO,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,APPROACH,1.0,,,
20190813X45157,08/13/2019,"Jay, FL",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Positioning,VMC,MANEUVERING,,1.0,,
20190826X33922,08/12/2019,"Chickasha, OK",United States,Airplane,Piper,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20190813X21352,08/12/2019,"Anchorage, AK",United States,Airplane,Cessna,180,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,1.0,
20190811X81522,08/11/2019,"Kooskia, ID",United States,Airplane,Lancair,LANCAIR IV,1.0,Reciprocating,Fatal(2),Substantial,Personal,UNK,CRUISE,2.0,,,
20190811X80130,08/11/2019,"Jersey Shore, PA",United States,Airplane,Poberezny,ACRO SPORT II,1.0,Reciprocating,Fatal(2),Substantial,Personal,VMC,MANEUVERING,2.0,,,
20190811X63554,08/11/2019,"New Carlisle, OH",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,3.0,
20190812X52759,08/10/2019,"Chino, CA",United States,Airplane,North American,AT 6D,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190809X93735,08/10/2019,"Franklin, PA",United States,Airplane,CONSOLIDATED VULTEE,BT13,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20190811X65116,08/10/2019,"Two Harbors, MN",United States,Airplane,Cessna,180,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190810X23256,08/10/2019,"Newark, OH",United States,Airplane,PIETENPOL,AIRCAMPER,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,1.0,
20190811X34546,08/09/2019,"Prospect, OR",United States,Airplane,Cessna,206,1.0,Reciprocating,Non-Fatal,Substantial,,,MANEUVERING,,,,2.0
20190809X33451,08/09/2019,"Ontario, OR",United States,Airplane,North American,T28A,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,,1.0,1.0,,
20190919X51117,08/09/2019,"Chicago, IL",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190811X02525,08/09/2019,"Cordell, OK",United States,Airplane,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,1.0,,
20190815X13220,08/08/2019,"Phoenix, AZ",United States,Airplane,Piper,PA 30,2.0,Reciprocating,Non-Fatal,Substantial,Instructional,,MANEUVERING,,,,2.0
20190808X13936,08/08/2019,"Hollywood, FL",United States,Airplane,Cessna,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20190808X34615,08/08/2019,"Bimini, Bahamas",Bahamas,Airplane,Piper,PA34,2.0,Reciprocating,Non-Fatal,Substantial,Unknown,,CRUISE,,,,3.0
20190808X71425,08/08/2019,"Hatboro, PA",United States,Airplane,Beech,F33,1.0,Reciprocating,Fatal(3),Destroyed,Personal,IMC,TAKEOFF,3.0,,,
20190807X70552,08/07/2019,"Camarillo, CA",United States,Airplane,Wheeler,EXPRESS SERIES 2000,1.0,Reciprocating,Fatal(2),Substantial,Personal,VMC,APPROACH,2.0,,,
20190809X53608,08/07/2019,"Pueblo, CO",United States,Airplane,Diamond,DA20,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20190806X45857,08/05/2019,"Wolf Point, MT",United States,Airplane,Cessna,182,1.0,Reciprocating,Fatal(2),Destroyed,Business,VMC,APPROACH,2.0,,,
20190805X13252,08/05/2019,"Miami, FL",United States,Airplane,Piper,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,2.0,1.0,
20190804X92227,08/04/2019,"Oakland, CA",United States,Airplane,Cessna,182,1.0,Reciprocating,Non-Fatal,Substantial,Personal,IMC,LANDING,,,,3.0
20190812X44410,08/04/2019,"Ocean City, MD",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20190806X21343,08/04/2019,"Bayse, VA",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190804X85923,08/04/2019,"De Queen, AR",United States,Airplane,Cessna,310,2.0,Reciprocating,Fatal(1),Substantial,Flight Test,,UNKNOWN,1.0,1.0,,
20190805X82045,08/04/2019,"Girdwood, AK",United States,Airplane,Piper,PA22-150,1.0,Reciprocating,Fatal(4),Destroyed,Personal,VMC,MANEUVERING,4.0,,,
20190803X03459,08/03/2019,"Ontonagan, MI",United States,Airplane,PIPER,PA28,1.0,Reciprocating,Fatal(1),Destroyed,Personal,IMC,,1.0,,,
20190804X03844,08/01/2019,"Manassas, VA",United States,Airplane,Piper,PA 12,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190813X05139,08/01/2019,"Candle, AK",United States,Airplane,DOUGLAS,C 118A,4.0,Reciprocating,Non-Fatal,Substantial,,VMC,LANDING,,,,3.0
20190813X74443,07/31/2019,"Kenai, AK",United States,Airplane,Douglas,DC3C,2.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,LANDING,,,,2.0
20190731X04607,07/31/2019,"Fessenden, ND",United States,Helicopter,Robinson,R44,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,DESCENT,,,1.0,
20190801X93039,07/30/2019,"Limpopo Province, South Africa",South Africa,Helicopter,BELL,47G,1.0,Reciprocating,Fatal(1),Substantial,,VMC,TAKEOFF,1.0,1.0,,
20190731X25413,07/30/2019,"Thompson Falls, MT",United States,Airplane,Avid,AVID MARK IV,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,GO-AROUND,,2.0,,
